NU_ANO_CENSO|ID_DOCENTE|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_LOCAL_RESID_DIFERENCIADA|IN_NECESSIDADE_ESPECIAL|IN_BAIXA_VISAO|IN_CEGUEIRA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_SURDEZ|IN_SURDOCEGUEIRA|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SUPERDOTACAO|TP_ESCOLARIDADE|TP_ENSINO_MEDIO|TP_SITUACAO_CURSO_1|CO_AREA_CURSO_1|CO_CURSO_1|IN_LICENCIATURA_1|NU_ANO_CONCLUSAO_1|TP_TIPO_IES_1|CO_IES_1|TP_SITUACAO_CURSO_2|CO_AREA_CURSO_2|CO_CURSO_2|IN_LICENCIATURA_2|NU_ANO_CONCLUSAO_2|TP_TIPO_IES_2|CO_IES_2|TP_SITUACAO_CURSO_3|CO_AREA_CURSO_3|CO_CURSO_3|IN_LICENCIATURA_3|NU_ANO_CONCLUSAO_3|TP_TIPO_IES_3|CO_IES_3|IN_COMPLEMENTACAO_PEDAGOGICA|CO_AREA_COMPL_PEDAGOGICA_1|CO_AREA_COMPL_PEDAGOGICA_2|CO_AREA_COMPL_PEDAGOGICA_3|IN_ESPECIALIZACAO|IN_MESTRADO|IN_DOUTORADO|IN_POS_NENHUM|IN_ESPECIFICO_CRECHE|IN_ESPECIFICO_PRE_ESCOLA|IN_ESPECIFICO_ANOS_INICIAIS|IN_ESPECIFICO_ANOS_FINAIS|IN_ESPECIFICO_ENS_MEDIO|IN_ESPECIFICO_EJA|IN_ESPECIFICO_ED_ESPECIAL|IN_ESPECIFICO_ED_INDIGENA|IN_ESPECIFICO_CAMPO|IN_ESPECIFICO_AMBIENTAL|IN_ESPECIFICO_DIR_HUMANOS|IN_ESPECIFICO_DIV_SEXUAL|IN_ESPECIFICO_DIR_ADOLESC|IN_ESPECIFICO_AFRO|IN_ESPECIFICO_GESTAO|IN_ESPECIFICO_OUTROS|IN_ESPECIFICO_NENHUM|ID_TURMA|TP_TIPO_DOCENTE|TP_TIPO_CONTRATACAO|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_EDUCACAO_FISICA|IN_DISC_ARTES|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LIBRAS|IN_DISC_LINGUA_INDIGENA|IN_DISC_PORT_SEGUNDA_LINGUA|IN_DISC_MATEMATICA|IN_DISC_CIENCIAS|IN_DISC_FISICA|IN_DISC_QUIMICA|IN_DISC_BIOLOGIA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_SOCIOLOGIA|IN_DISC_FILOSOFIA|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ESTAGIO_SUPERVISIONADO|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|TP_TIPO_ATENDIMENTO_TURMA|TP_TIPO_LOCAL_TURMA|TP_MEDIACAO_DIDATICO_PEDAGO|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_OSCIP|IN_MANT_ESCOLA_PRIV_ONG_OSCIP|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2019|0008390A5DB770D3B34234945B3C3173|10|1971|47|48|1|1|1|76|50.0|5003207.0|50.0|5003207.0|1.0|0.0|0|||||||||||4|1.0|1.0|1.0|145F01|1|1993.0|1.0|694.0||||0|||||||0||||0||||0.0|1.0|0.0|0.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|600918|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|70.0||0.0|0.0|1.0|0.0|50000314|5|5001|50001|50|5003207|500320705|3|1|||||||||||1|0|0
2019|001243C9A4F75273200E60DE23FC5552|10|1976|42|43|2|3|1|76|17.0|1714302.0|52.0|5205802.0|1.0||0|||||||||||4||1.0|1.0|142P01|1|2013.0|1.0|829.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15158715|1|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|20.0||0.0|1.0|0.0|0.0|52044629|5|5204|52012|52|5205513|520551305|3|1|||||||||||1|0|0
2019|0018DA9CC33135A61DE56FEA3F87AB56|5|1974|45|45|2|3|1|76|25.0|2504009.0|53.0|5300108.0|1.0||0|||||||||||4||1.0|1.0|145F10|1|2005.0|2.0|404.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|14594144|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|20.0||0.0|1.0|0.0|0.0|53005090|5|5301|53001|53|5300108|530010805|2|1|||||||||||1|0|0
2019|0023DA86AB95B8766410FC14CA203B60|7|1974|44|45|1|1|1|76|53.0|5300108.0|52.0|5221858.0|1.0|0.0|0|||||||||||3|1.0||||0|||||||0|||||||0||||0||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15379103|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|1.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||1.0|1|0.0|1|26.0||0.0|1.0|0.0|0.0|52086160|5|5204|52012|52|5221858|522185805|2|1|||||||||||1|0|0
2019|003040B9F4ED73A4FB51C80F40C7B1F2|4|1978|41|41|2|3|1|76|50.0|5003207.0|50.0|5003207.0|1.0||0|||||||||||4||1.0|1.0|142P01|1|2016.0|2.0|671.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4125075|1|2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||||0.0|1|0.0|1|22.0||0.0|1.0|0.0|0.0|50029746|5|5001|50001|50|5003207|500320705|2|2|||||||||||1|2|1
2019|0036F011CF15FB9A30F6E5EF4AA08ED3|4|1985|34|34|1|3|1|76|35.0|3547809.0|52.0|5211503.0|1.0||0|||||||||||4||1.0|1.0|145F11|1|2009.0|1.0|47.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15201845|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|1.0|0.0||1.0|0.0|0.0||||0.0|1|0.0|1|26.0||0.0|1.0|0.0|0.0|52088413|5|5205|52015|52|5211503|521150305|2|1|||||||||||1|0|0
2019|003F32322CC1DD810871D3A772379FD8|8|1963|55|56|1|1|1|76|52.0|5206800.0|53.0|5300108.0|1.0||0|||||||||||4|1.0|1.0|2.0|226F01|0|1992.0|2.0|387.0||||0|||||||0||||0||||0.0|1.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|14593829|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|1.0||0.0|0.0|0.0||||0.0|1|0.0|1|25.0||0.0|1.0|0.0|0.0|53012100|5|5301|53001|53|5300108|530010805|2|1|||||||||||1|0|0
2019|0044C89DBBE36BED8AAA07133867016E|9|1985|33|34|2|0|1|76|51.0|5103205.0|51.0|5106158.0|1.0|0.0|0|||||||||||4||1.0|1.0|142P01|1|2016.0|2.0|673.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|16428719|1|2.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|27.0||0.0|1.0|0.0|0.0|51004968|5|5101|51002|51|5106158|510615805|2|1|||||||||||1|0|0
2019|004C0820C6FC8D90885AD3B56DF03097|5|1976|43|43|1|3|1|76|51.0|5100508.0|51.0|5105259.0|1.0|0.0|0|||||||||||4|1.0|1.0|1.0|145F15|1|2004.0|1.0|719.0|1.0|1.0|145F14|1|2013.0|1.0|1.0||||0||||0||||1.0|0.0|0.0|0.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|12214622|1||0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||||0.0|0.0||0.0|0.0|0.0|0.0|0.0||||0.0|1|0.0|1|17.0||0.0|1.0|0.0|0.0|51169827|5|5101|51006|51|5105259|510525905|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|005195129C78F45D820B71245C47CDFD|7|1984|34|35|2|1|1|76|53.0|5300108.0|||1.0|0.0|0|||||||||||4|1.0|1.0|1.0|142P01|1|2010.0|2.0|2348.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15094629|1||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||||0.0|1.0||0.0|0.0|0.0|0.0|0.0||||0.0|1|0.0|1|18.0||0.0|1.0|0.0|0.0|53001338|5|5301|53001|53|5300108|530010805|4|1|4.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2019|00573884DAA19FACE45C627820B934AB|9|1986|32|33|1|3|1|76|53.0|5300108.0|53.0|5300108.0|1.0||0|||||||||||4||1.0|1.0|146F20|1|2011.0|1.0|2.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|14688335|1|1.0||||||||||||||||||||||||||||3|0.0|1|||||||53016041|5|5301|53001|53|5300108|530010805|2|1|||||||||||1|0|0
2019|005EAF46D85E67D07783A3B84E03C712|6|1965|53|54|1|1|1|76|35.0|3555000.0|51.0|5108402.0|1.0|0.0|0|||||||||||4||1.0|4.0|461M01|0|1995.0||9999999.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|16807979|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|26.0||0.0|1.0|0.0|0.0|51093120|5|5104|51017|51|5108402|510840205|2|1|||||||||||1|0|0
2019|00662C8909E06B1093F62CF098C35789|9|1983|35|36|2|1|1|76|52.0|5208806.0|52.0|5208806.0|1.0||0|||||||||||4||1.0|1.0|142P01|1|2010.0|1.0|47.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|15201743|1|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0||||1.0|1.0||0.0|0.0|0.0|0.0|0.0||||0.0|1|0.0|1|16.0||0.0|1.0|0.0|0.0|52078221|5|5203|52010|52|5208806|520880605|3|1|||||||||||1|0|0
2019|0072727992FD8218B06F2B243CF95ABF|6|1964|54|55|1|3|1|76|52.0|5219100.0|52.0|5221403.0|1.0||0|||||||||||4||1.0|1.0|145F18|1|2008.0|2.0|1966.0|1.0|1.0|142P01|1|2001.0|1.0|47.0|1.0|1.0|145F01|1|2017.0|2.0|5550.0|0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15197532|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|1.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|26.0||0.0|1.0|0.0|0.0|52039706|5|5203|52010|52|5221403|522140305|2|1|||||||||||1|0|0
2019|007A18BF162186B2B65805142FDE7D7C|2|1966|53|53|2|1|1|76|50.0|5008305.0|50.0|5002704.0|1.0||0|||||||||||4||1.0|1.0|146P01|1|1994.0||9999999.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|318420|1||0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||||0.0|0.0||0.0|0.0|0.0|0.0|0.0||||0.0|1|0.0|1|15.0||0.0|1.0|0.0|0.0|50030485|5|5002|50004|50|5002704|500270405|4|1|1.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2019|00818D9E0B9C0D3C748BD1C63C8F678B|3|1959|60|60|1|1|1|76|52.0|5213905.0|52.0|5219001.0|1.0||0|||||||||||4||1.0|1.0|145F10|1|2000.0|1.0|47.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15050016|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|1.0|0.0||1.0|0.0|0.0||||0.0|1|0.0|1|26.0||0.0|1.0|0.0|0.0|52029727|5|5203|52009|52|5219001|521900105|2|1|||||||||||1|0|0
2019|0089D3476FEF8E1B4AF67CAEF38EABA5|4|1985|34|34|1|3|1|76|52.0|5208707.0|52.0|5221403.0|1.0||0|||||||||||3|1.0||||0|||||||0|||||||0||||0||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15204547|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|20.0||0.0|1.0|0.0|0.0|52098869|5|5203|52010|52|5221403|522140305|2|1|||||||||||2|0|0
2019|008E8CB07BCA498200F8D03ABD019C49|2|1978|41|41|2|1|1|76|52.0|5205109.0|52.0|5205109.0|1.0||0|||||||||||4||1.0|1.0|146F15|1|1999.0|1.0|584.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|14599061|1|||||||||||||||||||||||||||||1|0.0|1|2.0||0.0|1.0|0.0|0.0|52101932|5|5205|52017|52|5205109|520510905|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|0098C7BC74971711C6B6FB5DCE9F4FDA|5|1962|57|57|2|3|1|76|52.0|5205406.0|52.0|5208707.0|1.0||0|||||||||||4||1.0|1.0|145F10|1|2002.0|1.0|47.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15202022|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|2.0|1|70.0||0.0|0.0|1.0|0.0|52089363|5|5203|52010|52|5208707|520870705|2|1|||||||||||1|0|0
2019|00A044BB1E552E536BD0E16C0E774884|9|1957|61|62|2|3|1|76|52.0|5208707.0|52.0|5208707.0|2.0||0|||||||||||4||1.0|1.0|145F18|1|2001.0|2.0|527.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|14806315|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|20.0||0.0|1.0|0.0|0.0|52069982|5|5203|52010|52|5208707|520870705|3|1|||||||||||1|0|0
2019|00A5A9AA91363E8125FB33C53684B8FC|3|1966|53|53|1|0|1|76|29.0|2927408.0|52.0|5221858.0|1.0||0|||||||||||4||1.0|7.0|720S01|0|1990.0|1.0|578.0||||0|||||||0||||0||||0.0|1.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|14936736|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||1.0|1|0.0|1|71.0||0.0|0.0|1.0|0.0|52099385|5|5204|52012|52|5200258|520025805|1|1|||||||||||1|0|0
2019|00AD7A10A92C1B93FC4F91C3BAB29B27|4|1997|22|22|2|1|1|76|50.0|5002704.0|50.0|5008008.0|1.0||0|||||||||||4||1.0|1.0|145F17|1|2017.0|2.0|387.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9198542|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||1.0|1|0.0|1|21.0||0.0|1.0|0.0|0.0|50010077|5|5002|50004|50|5008008|500800805|3|2|||||||||||1|0|0
2019|00B9374E535DB2AD55DD0748A67617F3|6|1982|36|37|2|0|1|76|53.0|5300108.0|53.0|5300108.0|1.0||0|||||||||||3|1.0||||0|||||||0|||||||0||||0||||||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12408897|2|||||||||||||||||||||||||||||1|0.0|1|2.0||0.0|1.0|0.0|0.0|53012755|5|5301|53001|53|5300108|530010805|4|1|4.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2019|00C117268C81750773C13E8B8C8F505F|12|1990|28|29|2|1|1|76|53.0|5300108.0|53.0|5300108.0|1.0||0|||||||||||4||1.0|1.0|145F14|1|2011.0|2.0|420.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|16235091|1||0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|21.0||0.0|1.0|0.0|0.0|53017897|5|5301|53001|53|5300108|530010805|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|00C81C90531E6879737B8A0221F04F53|5|1975|44|44|2|1|1|76|53.0|5300108.0|||1.0|0.0|0|||||||||||4|1.0|1.0|1.0|146F04|1|2001.0||9999999.0||||0|||||||0||||0||||1.0|1.0|0.0|0.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|15094652|1||0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|21.0||0.0|1.0|0.0|0.0|53001338|5|5301|53001|53|5300108|530010805|4|1|4.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2019|00CBEC1324DC50AAB8C6BEB329DDFB3D|8|1979|39|40|2|3|1|76|53.0|5300108.0|53.0|5300108.0|1.0|0.0|0|||||||||||4|1.0|1.0|7.0|720E01|0|2018.0|2.0|518.0|1.0|1.0|146F15|1|2017.0|2.0|518.0|1.0|3.0|345G09|0|2016.0|2.0|1196.0|0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|14748307|1|2.0||||||||||||||||||||||||||||3|0.0|1|||||||53001842|5|5301|53001|53|5300108|530010805|2|1|||||||||||1|0|0
2019|00CF08B37382D7572F0FD733BDDBB792|3|1987|32|32|1|3|1|76|53.0|5300108.0|||1.0|0.0|0|||||||||||4||1.0|1.0|145F18|1|2011.0|2.0|1309.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15702740|1||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|41.0||0.0|1.0|0.0|0.0|53017030|5|5301|53001|53|5300108|530010805|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|00D7249C03BB37AFC2307EB22A3157DE|9|1980|38|39|2|3|1|76|52.0|5201108.0|52.0|5208707.0|1.0||0|||||||||||4||1.0|1.0|145F17|1|2001.0||9999999.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|15406812|1|||||||||||||||||||||||||||||1|1.0|1|2.0||0.0|1.0|0.0|0.0|52086798|5|5203|52010|52|5208707|520870705|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|00DC4EEFE062C30FCC091492E4210EC2|10|1990|28|29|1|0|1|76|52.0|5207808.0|52.0|5207808.0|1.0||0|||||||||||4||1.0|1.0|145F17|1|2012.0|1.0|47.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15065349|1|2.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|25.0||0.0|1.0|0.0|0.0|52031861|5|5203|52010|52|5201405|520140505|2|1|||||||||||2|0|0
2019|00E27A9B48762554C65B910DC9B22BFA|6|1971|47|48|2|3|1|76|51.0|5103403.0|51.0|5103403.0|1.0|0.0|0|||||||||||4||1.0|2.0|220L03|0|2005.0|2.0|794.0||||0|||||||0||||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|16752185|1|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|25.0||0.0|1.0|0.0|0.0|51036495|5|5104|51017|51|5103403|510340305|2|1|||||||||||1|0|0
2019|00EB57E1F870D55412F7E692260E45D2|5|1984|35|35|1|1|1|76|41.0|4104808.0|51.0|5107909.0|1.0|0.0|0|||||||||||4||1.0|2.0|225H01|0|2014.0|2.0|298.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|11096715|1||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||0.0|0.0|0.0||||1.0|1|0.0|1|21.0||0.0|1.0|0.0|0.0|51090791|5|5101|51007|51|5107909|510790905|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|00F270E39798A122A29786BA5566C9B1|5|1991|28|28|2|0|1|76|53.0|5300108.0|52.0|5200258.0|1.0||0|||||||||||4||1.0|1.0|145F15|1|2014.0|2.0|1309.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|14747027|1||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||1.0|1|0.0|1|41.0||0.0|1.0|0.0|0.0|52079520|5|5204|52012|52|5200258|520025805|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2019|00F946E390A236574A8C1737DF20BD49|9|1998|20|21|2|3|1|76|53.0|5300108.0|52.0|5208004.0|1.0||0|||||||||||3|1.0||||0|||||||0|||||||0||||0||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|14836509|2|||||||||||||||||||||||||||||1|0.0|1|1.0||0.0|1.0|0.0|0.0|52095746|5|5204|52012|52|5208004|520800405|3|1|||||||||||1|0|0
2019|0100BE1A3C27779C31F4BE9D4468A069|11|1996|22|23|2|0|1|76|53.0|5300108.0|53.0|5300108.0|1.0||0|||||||||||4|1.0|1.0|1.0|145F14|1|2018.0|2.0|1173.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|14720501|1|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||1.0|1|0.0|1|21.0||0.0|1.0|0.0|0.0|53004981|5|5301|53001|53|5300108|530010805|2|2|||||||||||1|0|0
2019|0106FF1EDCE1F40A37A771603898C06F|10|1967|51|52|1|3|1|76|31.0|3125408.0|52.0|5218805.0|1.0||0|||||||||||4||1.0|2.0|226F01|0|2010.0|2.0|338.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15201822|1|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|1.0|0.0||1.0|0.0|0.0||||0.0|1|0.0|1|26.0||0.0|1.0|0.0|0.0|52088413|5|5205|52015|52|5211503|521150305|2|1|||||||||||1|0|0
2019|010D389E55AA2CB5D54C141C8B24BF5C|7|1961|57|58|2|1|1|76|52.0|5221601.0|52.0|5221601.0|1.0||0|||||||||||4||1.0|1.0|146F04|1|2001.0|1.0|584.0||||0|||||||0||||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|15036272|1|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0||||0.0|1|0.0|1|70.0||0.0|0.0|1.0|0.0|52011828|5|5202|52004|52|5221601|522160105|2|1|||||||||||1|0|0
